origin,lien,s_human,p_human,o_human,separation,s_original,p_original,o_original
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henry Carton de Wiart""@it .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henry Carton de Wiart""@it ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""アンリ・カルトン・ドゥ・ヴィアール""@ja .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u30A2\u30F3\u30EA\u30FB\u30AB\u30EB\u30C8\u30F3\u30FB\u30C9\u30A5\u30FB\u30F4\u30A3\u30A2\u30FC\u30EB""@ja ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""アンリ・カルトン・ドゥ・ヴィアール""@ja .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u30A2\u30F3\u30EA\u30FB\u30AB\u30EB\u30C8\u30F3\u30FB\u30C9\u30A5\u30FB\u30F4\u30A3\u30A2\u30FC\u30EB""@ja ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""アンリ・カルトン・ドゥ・ヴィアール""@ja .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u30A2\u30F3\u30EA\u30FB\u30AB\u30EB\u30C8\u30F3\u30FB\u30C9\u30A5\u30FB\u30F4\u30A3\u30A2\u30FC\u30EB""@ja ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henricus Carton de Wiart""@la .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henricus Carton de Wiart""@la ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henricus Carton de Wiart""@la .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henricus Carton de Wiart""@la ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henricus Carton de Wiart""@la .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henricus Carton de Wiart""@la ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@nl .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@nl .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@nl .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@pt .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@pt ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@pt .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@pt ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@pt .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@pt ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@pt-br .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@pt-br ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@pt-br .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@pt-br ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@pt-br .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@pt-br ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Картон де Виар, Анри""@ru .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440, \u0410\u043D\u0440\u0438""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Картон де Виар, Анри""@ru .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440, \u0410\u043D\u0440\u0438""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Картон де Виар, Анри""@ru .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440, \u0410\u043D\u0440\u0438""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@sv .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@sv ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@sv .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@sv ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@sv .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@sv ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Анрі Картон де Віарт""@uk .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u0410\u043D\u0440\u0456 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0456\u0430\u0440\u0442""@uk ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Анрі Картон де Віарт""@uk .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u0410\u043D\u0440\u0456 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0456\u0430\u0440\u0442""@uk ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Анрі Картон де Віарт""@uk .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u0410\u043D\u0440\u0456 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0456\u0430\u0440\u0442""@uk ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""亨利·卡尔东·德维亚尔""@zh .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""\u4EA8\u5229\u00B7\u5361\u5C14\u4E1C\u00B7\u5FB7\u7EF4\u4E9A\u5C14""@zh ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""亨利·卡尔东·德维亚尔""@zh .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""\u4EA8\u5229\u00B7\u5361\u5C14\u4E1C\u00B7\u5FB7\u7EF4\u4E9A\u5C14""@zh ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""亨利·卡尔东·德维亚尔""@zh .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""\u4EA8\u5229\u00B7\u5361\u5C14\u4E1C\u00B7\u5FB7\u7EF4\u4E9A\u5C14""@zh ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@es .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@es .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@es .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@nb .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@nb .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@nb .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henry Carton de Wiart""@mg .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henry Carton de Wiart""@mg ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henry Carton de Wiart""@mg .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henry Carton de Wiart""@mg ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henry Carton de Wiart""@mg .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henry Carton de Wiart""@mg ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@tr .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@tr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@tr .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@tr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@tr .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@tr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,label,"""Henri Carton de Wiart""@sl .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2000/01/rdf-schema#label,"""Henri Carton de Wiart""@sl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,pref Label,"""Henri Carton de Wiart""@sl .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henri Carton de Wiart""@sl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,name,"""Henri Carton de Wiart""@sl .",,http://www.wikidata.org/entity/Q14990,http://schema.org/name,"""Henri Carton de Wiart""@sl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""Belgian former prime minister""",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""Belgian former prime minister""@en ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""écrivain et homme politique belge""@fr .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""\u00E9crivain et homme politique belge""@fr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""politico belga""@it .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""politico belga""@it ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""escritor y político belga""@es .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""escritor y pol\u00EDtico belga""@es ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgischer Politiker und Premierminister""@de .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgischer Politiker und Premierminister""@de ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""سیاست‌مدار بلژیکی""@fa .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""\u0633\u06CC\u0627\u0633\u062A\u200C\u0645\u062F\u0627\u0631 \u0628\u0644\u0698\u06CC\u06A9\u06CC""@fa ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgisk politiker""@nb .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgisk politiker""@nb ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgisk politikar""@nn .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgisk politikar""@nn ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""belgisk politiker""@da .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""belgisk politiker""@da ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""Belgisch politicus""@nl .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""Belgisch politicus""@nl ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,description,"""سياسي بلجيكي""@ar .",,http://www.wikidata.org/entity/Q14990,http://schema.org/description,"""\u0633\u064A\u0627\u0633\u064A \u0628\u0644\u062C\u064A\u0643\u064A""@ar ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,alt Label,"""Анри Картон де Виар""@ru .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#altLabel,"""\u0410\u043D\u0440\u0438 \u041A\u0430\u0440\u0442\u043E\u043D \u0434\u0435 \u0412\u0438\u0430\u0440""@ru ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,alt Label,"""Henri Carton de Wiart""@fr .",,http://www.wikidata.org/entity/Q14990,http://www.w3.org/2004/02/skos/core#altLabel,"""Henri Carton de Wiart""@fr ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,sex or gender,masculin,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P21,http://www.wikidata.org/entity/Q6581097
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,place of birth,Bruxelles,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P19,http://www.wikidata.org/entity/Q9005
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,VIAF  ID,"""24623115"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P214,"""24623115"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,VIAF  ID,24623115,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P214,https://viaf.org/viaf/24623115
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ISNI,"""0000 0001 0798 0513"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P213,"""0000 0001 0798 0513"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Library of  Congress authority  ID,"""n90616027"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P244,"""n90616027"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Library of  Congress authority  ID,"Carton de Wiart, Henry",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P244,http://id.loc.gov/authorities/names/n90616027
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,GND ID,"""123556082"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P227,"""123556082"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,GND ID,123556082,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P227,http://d-nb.info/gnd/123556082
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,country of citizenship,Belgique,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q31
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Commons category,"""Henri Carton de Wiart"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P373,"""Henri Carton de Wiart"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,date of birth,"""1869-01-31T00:00:00Z""",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P569,"""1869-01-31T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime"
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,date of death,"""1951-05-06T00:00:00Z""",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P570,"""1951-05-06T00:00:00Z""^^<http://www.w3.org/2001/XMLSchema#dateTime"
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,member of political party,Parti catholique,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P102,http://www.wikidata.org/entity/Q792293
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,instance of,être humain,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q5
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,position held,Premier ministre de Belgique,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P39,http://www.wikidata.org/entity/Q213107
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,position held,député,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P39,http://www.wikidata.org/entity/Q15705021
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Freebase  ID,"""/m/09d56l"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P646,"""/m/09d56l"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Freebase  ID,09d56l,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P646,http://g.co/kg/m/09d56l
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,BnF ID,"""120628351"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P268,"""120628351"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,BnF ID,cb120628351,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P268,http://data.bnf.fr/ark:/12148/cb120628351
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,image,Henri%20Carton%20de%20Wiart.jpg,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P18,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Carton%20de%20Wiart.jpg
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,occupation,personnalité politique,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q82955
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,occupation,écrivain,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q36180
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,CANTIC-ID,"""a11275418"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1273,"""a11275418"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,"languages spoken, written or signed",français,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1412,http://www.wikidata.org/entity/Q150
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,given name,Henri,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P735,http://www.wikidata.org/entity/Q1605665
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,National  Thesaurus for  Author  Names  ID,"""069021724"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1006,"""069021724"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,family name,Carton,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P734,http://www.wikidata.org/entity/Q18324538
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,SUDOC authorities  ID,"""028885449"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P269,"""028885449"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,SUDOC authorities  ID,"idref Carton de Wiart, Henry (1869-1951)",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P269,https://www.idref.fr/028885449/id
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,member of,Académie royale de langue et de littérature françaises de Belgique,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2166029
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,AGORAH person/institution  ID,"""144735"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2342,"""144735"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,place of death,Uccle,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P20,http://www.wikidata.org/entity/Q203312
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ODISID,"""PS_2361"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2372,"""PS_2361"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,ODISID,"""PB_2361"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2372,"""PB_2361"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,People  Australia  ID,"""1488935"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1315,"""1488935"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,FASTID,"""265341"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P2163,"""265341"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,FASTID,265341,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct-normalized/P2163,http://id.worldcat.org/fast/265341
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,B N E  ID,"""XX936136"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P950,"""XX936136"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Babelio author  ID,"""202826"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P3630,"""202826"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,NE.se  ID,"""henry-carton-de-wiart"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P3222,"""henry-carton-de-wiart"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,National  Library of  Ireland authority  ID,"""vtls000394816"" .",,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/direct/P1946,"""vtls000394816"" ."
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,instance of,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P31,http://www.wikidata.org/entity/statement/Q14990-827A67CE-8AEA-4FAE-8E2D-8CE4D709076E
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,position held,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P39,http://www.wikidata.org/entity/statement/Q14990-89E45C3D-BD1B-4513-9310-443DD4CC2AC8
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,position held,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P39,http://www.wikidata.org/entity/statement/Q14990-C7B41304-F3C8-406D-86AE-F65458534A84
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,Freebase  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P646,http://www.wikidata.org/entity/statement/Q14990-F48E9D83-9DD8-474E-8270-A5D04C766E94
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,BnF ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P268,http://www.wikidata.org/entity/statement/Q14990-4A401DF9-7015-43E0-9B65-8802DBDC2EBD
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,image,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P18,http://www.wikidata.org/entity/statement/Q14990-731D7A2C-19E9-4FB9-A87C-842AC8FF5643
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,occupation,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P106,http://www.wikidata.org/entity/statement/Q14990-5B874E4A-5C4E-40B6-A8CF-FD203D0A12E3
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,occupation,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P106,http://www.wikidata.org/entity/statement/Q14990-1677eae2-4d3f-35a7-bb38-9e854248089a
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,CANTIC-ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P1273,http://www.wikidata.org/entity/statement/Q14990-BA246D69-145C-4DD2-B659-512FF24435A8
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,"languages spoken, written or signed",Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P1412,http://www.wikidata.org/entity/statement/Q14990-5FB97CF6-E1A8-45EB-9F52-84A99ABBB569
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,given name,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P735,http://www.wikidata.org/entity/statement/Q14990-D1A83D1A-A35F-4E06-8286-647C314EF45E
wikidata,https://www.wikidata.org/wiki/Q14990,Henry Carton de Wiart,National  Thesaurus for  Author  Names  ID,Henry Carton de Wiart,,http://www.wikidata.org/entity/Q14990,https://www.wikidata.org/prop/P1006,http://www.wikidata.org/entity/statement/Q14990-F8F66412-CA12-4055-AB4B-92E03B26E569
